,Unnamed: 0,id,date,scope_paths,smp_paths,ram
195,195,JPLMet_20250408_TS_0334,4/8/25 0:00,,"['/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0807.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0808.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0809.PNT_samples.csv']",/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250408_TS_0334_sram.csv
196,196,TPO_20250506,5/6/25 0:00,,,/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/TPO_20250506_sram.csv
197,197,JPLMet_20250407_TS_1130,4/7/25 0:00,,,/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250407_TS_1130_sram.csv
198,198,CLPX_FFSP04_20250123,1/23/25 0:00,,,/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/CLPX_FFSP04_20250123_sram.csv
199,199,JPLMet_20250407_TS_1930,4/7/25 0:00,,"['/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0780.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0781.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0782.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0783.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0784.PNT_samples.csv']",/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250407_TS_1930_sram.csv
200,200,JPLMet_20250407_TS_2330,4/7/25 0:00,,,/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250407_TS_2330_sram.csv
201,201,JPLMet_20250407_TS_1832,4/7/25 0:00,,"['/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0774.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0775.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0777.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0778.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0779.PNT_samples.csv']",/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250407_TS_1832_sram.csv
202,202,CLPX_FFSP01_20250123,1/23/25 0:00,,,/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/CLPX_FFSP01_20250123_sram.csv
203,203,JPLMet_20250407_TS_1157,4/7/25 0:00,,,/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250407_TS_1157_sram.csv
204,204,JPLMet_20250408_TS_0134,4/8/25 0:00,,"['/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0802.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0803.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0804.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0807.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0808.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0809.PNT_samples.csv']",/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250408_TS_0134_sram.csv
205,205,JPLMet_20250407_TS_1440,4/7/25 0:00,,"['/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0752.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0753.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0754.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0755.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0756.PNT_samples.csv']",/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250407_TS_1440_sram.csv
206,206,JPLMet_20250407_TS_1245,4/7/25 0:00,,"['/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0741.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0742.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0743.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0744.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0745.PNT_samples.csv']",/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250407_TS_1245_sram.csv
207,207,JPLMet_20250404,4/4/25 0:00,,,/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250404_sram.csv
208,208,JPLMet_20250407_TS_2032,4/7/25 0:00,,"['/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0785.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0787.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0788.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0789.PNT_samples.csv']",/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250407_TS_2032_sram.csv
209,209,JPLMet_20250407_TS_1745,4/7/25 0:00,,"['/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0769.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0770.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0771.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0772.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0773.PNT_samples.csv']",/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250407_TS_1745_sram.csv
210,210,JPLMet_20250407_TS_2131,4/7/25 0:00,,,/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250407_TS_2131_sram.csv
211,211,JPLMet_20240410_TS_1105,4/10/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240410_TS_1105_sram.csv
212,212,JPLMet_20240405_TS_1330,4/5/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240405_TS_1330_sram.csv
213,213,JPLMet_20240410_TS_0600,4/10/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240410_TS_0600_sram.csv
214,214,JPLMet_20240405_TS_1232,4/5/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240405_TS_1232_sram.csv
215,215,JPLMet_20240405_TS_1055,4/5/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240405_TS_1055_sram.csv
216,216,JPLMet_20240409_TS_1406,4/9/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240409_TS_1406_sram.csv
217,217,JWST_20240503,5/3/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JWST_20240503_sram.csv
218,218,JPLMet_20240405_TS_0952,4/5/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240405_TS_0952_sram.csv
219,219,JPLMet_20240410_TS_0900,4/10/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240410_TS_0900_sram.csv
220,220,CLPXSL_20240305,3/5/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/CLPXSL_20240305_sram.csv
221,221,JPLMet_20240409_TS_1205,4/9/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240409_TS_1205_sram.csv
222,222,JPL2_20240117,1/17/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPL2_20240117_sram.csv
223,223,JPLMet_20240410_TS_0400,4/10/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240410_TS_0400_sram.csv
224,224,JPLMet_20240410_TS_0803,4/10/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240410_TS_0803_sram.csv
225,225,JPL2_20240123,1/23/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPL2_20240123_sram.csv
226,226,JPLMet_20240321_TS_1205,3/21/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240321_TS_1205_sram.csv
227,227,AM_20240104,1/4/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/AM_20240104_sram.csv
228,228,JPLMet_20240410_TS_0009,4/10/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240410_TS_0009_sram.csv
229,229,AM_20231220,12/20/23 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/AM_20231220_sram.csv
230,230,AM_20231214,12/14/23 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/AM_20231214_sram.csv
231,231,JPL2_20240213,2/13/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPL2_20240213_sram.csv
232,232,JPLMet_20240410_TS_1001,4/10/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240410_TS_1001_sram.csv
233,233,JPLMet_20240409_TS_1705,4/9/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240409_TS_1705_sram.csv
234,234,JPLMet_20240321_TS_1249,3/21/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240321_TS_1249_sram.csv
235,235,JPLMet_20240409_TS_1507,4/9/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240409_TS_1507_sram.csv
236,236,JPLMet_20240409_TS_1904,4/9/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240409_TS_1904_sram.csv
237,237,JPLMet_20240410_TS_0200,4/10/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240410_TS_0200_sram.csv
238,238,FSTA_20240214,2/14/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/FSTA_20240214_sram.csv
239,239,JPLMet_20240409_TS_2157,4/9/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240409_TS_2157_sram.csv
240,240,*CHECK ORIGINAL*JPLMet_20240409_TS_1207,4/9/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/*CHECK ORIGINAL*JPLMet_20240409_TS_1207_sram.csv
241,241,AM_20240306,3/6/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/AM_20240306_sram.csv
242,242,JPLMet_20240405_TS_1020,4/5/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240405_TS_1020_sram.csv
243,243,JPLMet_20240405_TS_0835,4/5/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240405_TS_0835_sram.csv
244,244,JPLMet_20240405_TS_1123,4/5/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240405_TS_1123_sram.csv
245,245,JPLMet_20240405_TS_0908,4/5/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240405_TS_0908_sram.csv
246,246,AM_20231228,12/28/23 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/AM_20231228_sram.csv
247,247,JPLMet_20240409_TS_1000,4/9/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240409_TS_1000_sram.csv
248,248,AM_20240221,2/21/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/AM_20240221_sram.csv
249,249,JPL2_20231227,12/27/23 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPL2_20231227_sram.csv
250,250,JPL1_20231221,12/21/23 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPL1_20231221_sram.csv
251,251,JPLMet_20240409_TS_1605,4/9/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240409_TS_1605_sram.csv
252,252,JPL2_20240103,1/3/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPL2_20240103_sram.csv
253,253,JPLMet_20240409_TS_1115,4/9/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240409_TS_1115_sram.csv
254,254,CLPXSL_20240123,1/23/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/CLPXSL_20240123_sram.csv
255,255,JPL2_20240207,2/7/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPL2_20240207_sram.csv
256,256,JPLMet_20240409_TS_2010,4/9/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240409_TS_2010_sram.csv
257,257,AM_20240124,1/24/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/AM_20240124_sram.csv
258,258,JPLMet_20240409_TS_1800,4/9/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240409_TS_1800_sram.csv
259,259,JPLMet_20250407_TS_1351,4/7/25 0:00,,"['/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0746.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0747.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0748.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0749.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0750.PNT_samples.csv']",
260,260,JPLMet_20250407_TS_1627,4/7/25 0:00,,"['/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0764.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0765.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0766.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0767.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0768.PNT_samples.csv']",
